store,animal,category,brand,product_title,unit_amount,unit,normal_price,sale_price,sale,age_group,product_page_url,image_url
Pets place,Hond,Droogvoer,Orijen,Orijen Whole Prey Original Dog Kip&Kalkoen ,11.4,kg,"82,95","82,95",0,Alle Leeftijden,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/9838_343163_1.webp
Pets place,Hond,Droogvoer,Orijen,Orijen Whole Prey Original Dog Kip&Kalkoen ,340,g,"6,30","6,30",0,Alle Leeftijden,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/7349_343161_1.webp
Pets place,Hond,Droogvoer,Orijen,Orijen Whole Prey Original Dog Kip&Kalkoen ,2,kg,"26,45","26,45",0,Alle Leeftijden,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/8029_343162_1.webp
Pets place,Hond,Droogvoer,Orijen,Orijen Whole Prey Original Dog Kip&Kalkoen ,6,kg,"59,50","59,50",0,Alle Leeftijden,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/8193_10000197_1.webp
Pets place,Hond,Droogvoer,Orijen,Orijen Whole Prey Original Dog Kip&Kalkoen ,11.4,kg,"82,95","82,95",0,Alle Leeftijden,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/9838_343163_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Chihuahua Adult ,500,g,"6,49","6,49",0,Volwassen,https://www.petsplace.nl/royal-canin-chihuahua-adult-hondenvoer-m-3182550728102-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/8500_140663_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Chihuahua Adult ,1.5,kg,"17,59","17,59",0,Volwassen,https://www.petsplace.nl/royal-canin-chihuahua-adult-hondenvoer-m-3182550728102-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/0/3/5937_030615_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Chihuahua Adult ,3,kg,"21,89","21,89",0,Volwassen,https://www.petsplace.nl/royal-canin-chihuahua-adult-hondenvoer-m-3182550728102-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/9545_140506_1.webp
Pets place,Hond,Droogvoer,Smolke,Smolke Adult Mini Kip&Lam&Vis ,3,kg,"16,49","16,49",0,Volwassen,https://www.petsplace.nl/smolke-adult-mini-hondenvoer-m-8710429018051-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/7223_340515_1.webp
Pets place,Hond,Droogvoer,Smolke,Smolke Adult Mini Kip&Lam&Vis ,12,kg,"46,99","46,99",0,Volwassen,https://www.petsplace.nl/smolke-adult-mini-hondenvoer-m-8710429018051-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/9533_340503_1.webp
Pets place,Hond,Droogvoer,Cavom,Cavom Compleet Adult Vlees ,5,kg,"17,49","17,49",0,Volwassen,https://www.petsplace.nl/cavom-compleet-adult-hondenvoer-m-8716081990032-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/6229_140323_1.webp
Pets place,Hond,Droogvoer,Cavom,Cavom Compleet Adult Vlees ,20,kg,"54,99","46,74",15,Volwassen,https://www.petsplace.nl/cavom-compleet-adult-hondenvoer-m-8716081990032-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/3380_140320_1.webp
Pets place,Hond,Droogvoer,Smolke,Smolke Adult Medium Kip&Lam&Vis ,3,kg,"15,99","15,99",0,Volwassen,https://www.petsplace.nl/smolke-adult-medium-hondenvoer-m-8710429018075-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/4326_340516_1.webp
Pets place,Hond,Droogvoer,Smolke,Smolke Adult Medium Kip&Lam&Vis ,12,kg,"45,49","45,49",0,Volwassen,https://www.petsplace.nl/smolke-adult-medium-hondenvoer-m-8710429018075-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/9497_340507_1.webp
Pets place,Hond,Droogvoer,Smolke,Smolke Adult Medium ,12+3,kg,"45,49","45,49",0,Volwassen,https://www.petsplace.nl/smolke-adult-medium-hondenvoer-m-8710429018075-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/7/8/8426_781636_1.webp
Pets place,Hond,Droogvoer,Renske,Renske Adult Zalm ,2,kg,"27,49","27,49",0,Volwassen,https://www.petsplace.nl/renske-adult-hondenvoer-m-8717185298253-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/6958_335071_1.webp
Pets place,Hond,Droogvoer,Renske,Renske Adult Zalm ,12,kg,"102,00","102,00",0,Volwassen,https://www.petsplace.nl/renske-adult-hondenvoer-m-8717185298253-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/6/2573_365071_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini Start Pakket ,Box,+,"20,19","20,19",0,Puppy,https://www.petsplace.nl/royal-canin-mini-puppy-hondenvoer-m-3182550793001-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/6281_30023384_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini ,800,g,"8,99","7,64",15,Puppy,https://www.petsplace.nl/royal-canin-mini-puppy-hondenvoer-m-3182550793001-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/4003_140665_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini ,2,kg,"20,19","17,16",15,Puppy,https://www.petsplace.nl/royal-canin-mini-puppy-hondenvoer-m-3182550793001-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/3771_120525_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini ,4,kg,"31,95","31,95",0,Puppy,https://www.petsplace.nl/royal-canin-mini-puppy-hondenvoer-m-3182550793001-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/8325_140532_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini ,8,kg,"51,95","51,95",0,Puppy,https://www.petsplace.nl/royal-canin-mini-puppy-hondenvoer-m-3182550793001-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/9163_140533_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Dachshund Adult ,1.5,kg,"16,29","16,29",0,Volwassen,https://www.petsplace.nl/royal-canin-dachshund-adult-hondenvoer-m-3182550717335-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/9703_120675_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Dachshund Adult ,7.5,kg,"51,99","51,99",0,Volwassen,https://www.petsplace.nl/royal-canin-dachshund-adult-hondenvoer-m-3182550717335-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/1994_140550_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Shih Tzu Adult ,1.5,kg,"17,59","17,59",0,Volwassen,https://www.petsplace.nl/royal-canin-shih-tzu-adult-hondenvoer-m-3182550743228-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/0/3/1835_030602_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Shih Tzu Adult ,3,kg,"27,69","27,69",0,Volwassen,https://www.petsplace.nl/royal-canin-shih-tzu-adult-hondenvoer-m-3182550743228-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/5391_30026218_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Shih Tzu Adult ,7.5,kg,"56,95","56,95",0,Puppy,https://www.petsplace.nl/royal-canin-shih-tzu-adult-hondenvoer-m-3182550743228-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/8713_140512_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Maxi Start Pakket ,Box,+,"30,45","30,45",0,Puppy,https://www.petsplace.nl/royal-canin-maxi-puppy-hondenvoer-m-3182550402149-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/6574_30023380_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Maxi ,4,kg,"30,45","25,88",15,Puppy,https://www.petsplace.nl/royal-canin-maxi-puppy-hondenvoer-m-3182550402149-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/2803_120609_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Maxi ,10,kg,"59,45","59,45",0,Puppy,https://www.petsplace.nl/royal-canin-maxi-puppy-hondenvoer-m-3182550402149-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/9746_30020215_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Maxi ,15,kg,"83,95","83,95",0,Puppy,https://www.petsplace.nl/royal-canin-maxi-puppy-hondenvoer-m-3182550402149-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/4654_140603_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Maxi ,15+3,kg,"58,99","58,99",0,Puppy,https://www.petsplace.nl/royal-canin-maxi-puppy-hondenvoer-m-3182550402149-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/7/8/1472_781394_1.webp
Pets place,Hond,Droogvoer,Acana,Acana Classics Prairie Poultry Kip&Kalkoen ,340,g,"3,99","3,99",0,Alle Leeftijden,https://www.petsplace.nl/acana-classics-prairie-poultry-hondenvoer-m-064992560171-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/7794_343201_1.webp
Pets place,Hond,Droogvoer,Acana,Acana Classics Prairie Poultry Kip&Kalkoen ,2,kg,"16,75","16,75",0,Alle Leeftijden,https://www.petsplace.nl/acana-classics-prairie-poultry-hondenvoer-m-064992560171-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/4251_343202_1.webp
Pets place,Hond,Droogvoer,Acana,Acana Classics Prairie Poultry Kip&Kalkoen ,6,kg,"37,99","37,99",0,Alle Leeftijden,https://www.petsplace.nl/acana-classics-prairie-poultry-hondenvoer-m-064992560171-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/4770_10000078_1.webp
Pets place,Hond,Droogvoer,Acana,Acana Classics Prairie Poultry Kip&Kalkoen ,11.4,kg,"59,95","59,95",0,Alle Leeftijden,https://www.petsplace.nl/acana-classics-prairie-poultry-hondenvoer-m-064992560171-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/2511_10027470_1.webp
Pets place,Hond,Droogvoer,Acana,Acana Classics Prairie Poultry Kip&Kalkoen ,17,kg,"79,10","79,10",0,Alle Leeftijden,https://www.petsplace.nl/acana-classics-prairie-poultry-hondenvoer-m-064992560171-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/6935_343203_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin French Bulldog Adult ,3,kg,"25,59","25,59",0,Volwassen,https://www.petsplace.nl/royal-canin-french-bulldog-adult-hondenvoer-m-3182550811637-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/1839_140551_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin French Bulldog Adult ,9,kg,"49,99","49,99",0,Volwassen,https://www.petsplace.nl/royal-canin-french-bulldog-adult-hondenvoer-m-3182550811637-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/0/3/5190_030623_1.webp
Pets place,Hond,Droogvoer,Pets Place Plus,Pets Place Plus Hond Adult Zalm ,3,kg,"16,59","16,59",0,Volwassen,https://www.petsplace.nl/pets-place-plus-hond-adult-hondenvoer-m-8711621925130-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/8065_300415_1.webp
Pets place,Hond,Droogvoer,Pets Place Plus,Pets Place Plus Hond Adult Zalm ,12,kg,"49,99","49,99",0,Volwassen,https://www.petsplace.nl/pets-place-plus-hond-adult-hondenvoer-m-8711621925130-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/5312_300416_1.webp
Pets place,Hond,Droogvoer,Renske,Renske Adult Lam ,2,kg,"27,49","27,49",0,Volwassen,https://www.petsplace.nl/renske-adult-hondenvoer-m-8717185298222-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/9217_335068_1.webp
Pets place,Hond,Droogvoer,Renske,Renske Adult Lam ,12,kg,"102,00","102,00",0,Volwassen,https://www.petsplace.nl/renske-adult-hondenvoer-m-8717185298222-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/6/4902_365068_1.webp
Pets place,Hond,Droogvoer,Sam's Field,Sam's Field Adult Medium Kip&Aardappel ,2.5,kg,"18,09","18,09",0,Volwassen,https://www.petsplace.nl/sams-field-adult-medium-hondenvoer-m-8594031444275-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/2/2/9003_223005_1.webp
Pets place,Hond,Droogvoer,Sam's Field,Sam's Field Adult Medium Kip&Aardappel ,13,kg,"58,45","58,45",0,Volwassen,https://www.petsplace.nl/sams-field-adult-medium-hondenvoer-m-8594031444275-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/2/2/2131_223014_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini Adult 8+ ,800,g,"8,19","8,19",0,Senior,https://www.petsplace.nl/royal-canin-mini-adult-8-hondenvoer-m-3182550831383-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/9401_10048294_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini Adult 8+ ,2,kg,"18,69","18,69",0,Senior,https://www.petsplace.nl/royal-canin-mini-adult-8-hondenvoer-m-3182550831383-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/2367_120515_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini Adult 8+ ,4,kg,"30,95","30,95",0,Senior,https://www.petsplace.nl/royal-canin-mini-adult-8-hondenvoer-m-3182550831383-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/3161_120517_1.webp
Pets place,Hond,Droogvoer,Royal Canin,Royal Canin Mini Adult 8+ ,8,kg,"46,79","46,79",0,Senior,https://www.petsplace.nl/royal-canin-mini-adult-8-hondenvoer-m-3182550831383-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/5885_120516_1.webp
Pets place,Hond,Droogvoer,Prins,Prins Procare Standard Fit ,3,kg,"18,50","18,50",0,Volwassen,https://www.petsplace.nl/prins-procare-standard-fit-hondenvoer-m-8713595010461-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/5691_120060_1.webp
Pets place,Hond,Droogvoer,Prins,Prins Procare Standard ,15,kg,"58,25","58,25",0,Volwassen,https://www.petsplace.nl/prins-procare-standard-fit-hondenvoer-m-8713595010461-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/3008_140014_1.webp
Pets place,Hond,Droogvoer,Prins,Prins Procare Standard Fit ,20,kg,"75,50","75,50",0,Volwassen,https://www.petsplace.nl/prins-procare-standard-fit-hondenvoer-m-8713595010461-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/7915_342086_1.webp
